tree_id,node_id,parent_id,depth,edge_label,full_path,n_children,n_terminal_here,n_measures_subtree,is_branch_point,examples
62,30,0,1,threshold,at > risk > of > poverty > threshold,2,0,2,True,At-risk-of-poverty threshold - EU-SILC survey | At-risk-of-poverty threshold for a single household
62,31,30,2,eu silc survey,at > risk > of > poverty > threshold > eu > silc > survey,0,1,1,False,At-risk-of-poverty threshold - EU-SILC survey
62,32,30,2,for a single household,at > risk > of > poverty > threshold > for > a > single > household,0,1,1,False,At-risk-of-poverty threshold for a single household
63,0,-1,0,unemployed persons,at > risk > of > poverty > rate > of > unemployed > persons,0,1,1,False,At-risk of poverty rate of unemployed persons
64,0,-1,0,nuts 2 regions,at > risk > of > poverty > rate > by > nuts > 2 > regions,0,1,1,False,At-risk-of-poverty rate by NUTS 2 regions
65,0,-1,0,deducting housing costs by degree of urbanisation,at > risk > of > poverty > rate > after > deducting > housing > costs > by > degree > of > urbanisation,0,1,1,False,At-risk-of-poverty rate after deducting housing costs by degree of urbanisation
66,0,-1,0,social transfers by sex,at > risk > of > poverty > rate > after > social > transfers > by > sex,0,1,1,False,At-risk-of-poverty rate after social transfers by sex
67,0,-1,0,autonomous,autonomous,1,0,3,False,Autonomous pension funds - number of enterprises by size class of investments | Autonomous pension funds - number of enterprises by size class of members | Autonomous pension funds - total investments by currencies
67,1,0,1,pension funds,autonomous > pension > funds,2,0,3,True,Autonomous pension funds - number of enterprises by size class of investments | Autonomous pension funds - number of enterprises by size class of members | Autonomous pension funds - total investments by currencies
67,2,1,2,number of enterprises by size class of,autonomous > pension > funds > number > of > enterprises > by > size > class > of,2,0,2,True,Autonomous pension funds - number of enterprises by size class of investments | Autonomous pension funds - number of enterprises by size class of members
67,3,2,3,investments,autonomous > pension > funds > number > of > enterprises > by > size > class > of > investments,0,1,1,False,Autonomous pension funds - number of enterprises by size class of investments
67,4,2,3,members,autonomous > pension > funds > number > of > enterprises > by > size > class > of > members,0,1,1,False,Autonomous pension funds - number of enterprises by size class of members
67,5,1,2,total investments by currencies,autonomous > pension > funds > total > investments > by > currencies,0,1,1,False,Autonomous pension funds - total investments by currencies
68,0,-1,0,available,available,1,0,1,False,Available beds in hospitals by NUTS 2 regions
68,1,0,1,beds in hospitals by nuts 2 regions,available > beds > in > hospitals > by > nuts > 2 > regions,0,1,1,False,Available beds in hospitals by NUTS 2 regions
69,0,-1,0,average,average,10,0,19,True,Average CO2 emissions per km from new passenger cars (source: DG CLIMA) - HIDDEN DAT | Average age at which employed persons started receiving a retirement pension - by sex and main financial incentive to stay at work | Average expenditure per night
69,1,0,1,household size eu silc survey,average > household > size > eu > silc > survey,0,1,1,False,Average household size - EU-SILC survey
70,0,-1,0,co2 emissions per km from new passenger cars source dg clima hidden dat,average > co2 > emissions > per > km > from > new > passenger > cars > source > dg > clima > hidden > dat,0,1,1,False,Average CO2 emissions per km from new passenger cars (source: DG CLIMA) - HIDDEN DAT
71,0,-1,0,age at which employed persons started receiving a retirement pension by sex and main financial incentive to stay at work,average > age > at > which > employed > persons > started > receiving > a > retirement > pension > by > sex > and > main > financial > incentive > to > stay > at > work,0,1,1,False,Average age at which employed persons started receiving a retirement pension - by sex and main financial incentive to stay at work
72,0,-1,0,expenditure per,average > expenditure > per,2,0,2,True,Average expenditure per night | Average expenditure per trip
73,0,-1,0,night,average > expenditure > per > night,0,1,1,False,Average expenditure per night
74,0,-1,0,trip,average > expenditure > per > trip,0,1,1,False,Average expenditure per trip
75,0,-1,0,full time adjusted salary per employee,average > full > time > adjusted > salary > per > employee,0,1,1,False,Average full time adjusted salary per employee
76,0,-1,0,gross annual earnings in industry and services by sex,average > gross > annual > earnings > in > industry > and > services > by > sex,0,1,1,False,"Average gross annual earnings in industry and services, by sex"
77,0,-1,0,nominal monthly wages and salaries,average > nominal > monthly > wages > and > salaries,0,1,1,False,Average nominal monthly wages and salaries
78,0,-1,0,number of,average > number > of,3,0,8,True,Average number of foreign languages studied per pupil by education level | Average number of rooms per person by NUTS region | Average number of rooms per person by degree of urbanization
79,0,-1,0,foreign languages studied per pupil by education level,average > number > of > foreign > languages > studied > per > pupil > by > education > level,0,1,1,False,Average number of foreign languages studied per pupil by education level
80,0,-1,0,rooms per person by,average > number > of > rooms > per > person > by,3,0,3,True,Average number of rooms per person by NUTS region | Average number of rooms per person by degree of urbanization | Average number of rooms per person by tenure status and dwelling type until - ECHP survey
80,1,0,1,nuts region,average > number > of > rooms > per > person > by > nuts > region,0,1,1,False,Average number of rooms per person by NUTS region
80,2,0,1,degree of urbanization,average > number > of > rooms > per > person > by > degree > of > urbanization,0,1,1,False,Average number of rooms per person by degree of urbanization
80,3,0,1,tenure status and dwelling type until echp survey,average > number > of > rooms > per > person > by > tenure > status > and > dwelling > type > until > echp > survey,0,1,1,False,Average number of rooms per person by tenure status and dwelling type until - ECHP survey
81,0,-1,0,weekly hours of,average > number > of > weekly > hours > of,2,0,4,True,Average number of weekly hours of formal care by age group - children with at least 1 hour of formal care - EU-SILC survey | Average number of weekly hours of formal care by age group - children with or without formal care - EU-SILC survey | Average number of weekly hours of other types of care by age group - children with at least one hour of other types of care - EU-SILC survey
81,1,0,1,formal care by age group children with,average > number > of > weekly > hours > of > formal > care > by > age > group > children > with,2,0,2,True,Average number of weekly hours of formal care by age group - children with at least 1 hour of formal care - EU-SILC survey | Average number of weekly hours of formal care by age group - children with or without formal care - EU-SILC survey
81,2,1,2,at least 1 hour of formal care eu silc survey,average > number > of > weekly > hours > of > formal > care > by > age > group > children > with > at > least > 1 > hour > of > formal > care > eu > silc > survey,0,1,1,False,Average number of weekly hours of formal care by age group - children with at least 1 hour of formal care - EU-SILC survey
81,3,1,2,or without formal care eu silc survey,average > number > of > weekly > hours > of > formal > care > by > age > group > children > with > or > without > formal > care > eu > silc > survey,0,1,1,False,Average number of weekly hours of formal care by age group - children with or without formal care - EU-SILC survey
81,4,0,1,other types of care by age group children with,average > number > of > weekly > hours > of > other > types > of > care > by > age > group > children > with,2,0,2,True,Average number of weekly hours of other types of care by age group - children with at least one hour of other types of care - EU-SILC survey | Average number of weekly hours of other types of care by age group - children with or without other types of care - EU-SILC survey
81,5,4,2,at least one hour of other types of care eu silc survey,average > number > of > weekly > hours > of > other > types > of > care > by > age > group > children > with > at > least > one > hour > of > other > types > of > care > eu > silc > survey,0,1,1,False,Average number of weekly hours of other types of care by age group - children with at least one hour of other types of care - EU-SILC survey
81,6,4,2,or without other types of care eu silc survey,average > number > of > weekly > hours > of > other > types > of > care > by > age > group > children > with > or > without > other > types > of > care > eu > silc > survey,0,1,1,False,Average number of weekly hours of other types of care by age group - children with or without other types of care - EU-SILC survey
82,0,-1,0,population mid year,average > population > mid > year,1,1,2,False,Average population (mid-year) | Average population mid-year by sex and age group
82,1,0,1,by sex and age group,average > population > mid > year > by > sex > and > age > group,0,1,1,False,Average population mid-year by sex and age group
83,0,-1,0,remuneration of national civil servants in central public administration,average > remuneration > of > national > civil > servants > in > central > public > administration,0,1,1,False,Average remuneration of national civil servants in central public administration
84,0,-1,0,aviation,aviation,1,0,1,False,Aviation and airport enterprises
84,1,0,1,and airport enterprises,aviation > and > airport > enterprises,0,1,1,False,Aviation and airport enterprises
85,0,-1,0,berd,berd,1,0,1,False,BERD by concentration of personnel (ranking)
