domain,code,title
Population and social conditions,tps00205,Life expectancy at birth by sex
Population and social conditions,tps00206,Crude marriage rate
Population and social conditions,tps00014,Mean age at first marriage by sex
Population and social conditions,tps00216,Crude divorce rate
Population and social conditions,demo_popmdctb,Median age of residents by sex and country of birth
Population and social conditions,tps00176,Immigration
Population and social conditions,migr_imm12prv,Immigration by broad group of country of previous residence
Population and social conditions,tps00177,Emigration
Population and social conditions,migr_emi5nxt,Emigration by group of country of next usual residence
Population and social conditions,tps00024,Acquisition of citizenship
Population and social conditions,migr_asyapp1mp,First-time asylum applicants - per thousand persons
Population and social conditions,migr_asyapp1pc,First-time asylum applicants - % of total asylum applicants
Population and social conditions,migr_asyapp1up,First-time asylum applications of unaccompanied minors - % of total first-time asylum applications of minors
Population and social conditions,migr_asydec1p,Positive first instance decisions - per thousand persons
Population and social conditions,migr_asydec1pc,Asylum decisions at first instance by type of decision - % of total decisions at first instance - annual data
Population and social conditions,migr_asydecfp,Asylum decisions at final instance by type of decision - % of total decisions at final instance
Population and social conditions,migr_asytpspop,Beneficiaries of temporary protection by citizenship - per thousand persons
Population and social conditions,migr_asytpfpop,Decisions granting temporary protection by citizenship - per thousand persons
Population and social conditions,tps00194,Asylum applicants considered to be unaccompanied minors - annual data
Population and social conditions,tps00189,Asylum applicants by type - monthly data
Population and social conditions,migr_asymrca,Applicants having benefited from material reception conditions at the end of the reference year - annual data
Population and social conditions,tps00192,First instance decisions on asylum applications by type of decision - annual aggregated data
Population and social conditions,tps00193,Final decisions on asylum applications by type of decision - annual data
Population and social conditions,tps00195,Resettled persons - annual data
Population and social conditions,migr_eilretpc,Returns by type of return - % of total returns
Population and social conditions,migr_eilpop,Persons subject to immigration law enforcement - per thousand persons
Population and social conditions,migr_respop,First residence permits - per thousand persons
Population and social conditions,migr_resfpc,First residence permits by reasons - % of total first residence permits
Population and social conditions,migr_resspc,Valid permits by reasons - % of total valid permits
Population and social conditions,tps00170,First permits by reason
Population and social conditions,tps00171,All valid permits by reason on 31 December of each year
Population and social conditions,tps00208,Life expectancy at birth by sex
Population and social conditions,tps00150,Healthy life years at birth by sex
Population and social conditions,hlth_hlye_h,Healthy life years -
Population and social conditions,hlth_rs_bdltc,Beds in nursing and other residential long-term care facilities
Population and social conditions,tps00046,Hospital beds
Population and social conditions,tps00044,Practising physicians
Population and social conditions,tps00045,Practising dentists
Population and social conditions,tps00167,Licensed physicians
Population and social conditions,hlth_co_ren,End-stage renal failure (ESRF) patients - historical data
Population and social conditions,hlth_co_dischnr,"Non-residents among all hospital discharges, % - historical data"
Population and social conditions,tps00048,Discharges from hospitals
Population and social conditions,hlth_co_bedoc,Inpatient curative care bed occupancy rate by type of care
Population and social conditions,hlth_hc_phys,Consultation of a medical doctor (in private practice or as outpatient) per inhabitant - historical data
Population and social conditions,hlth_hc_dent,Consultation of a dentist per inhabitant
Population and social conditions,hlth_hc_phys2,Consultation of a medical doctor per inhabitant and by type of consultation
Population and social conditions,hlth_ps_scre,Breast cancer and cervical cancer screenings - historical data
Population and social conditions,hlth_ehis_hc2,Self-reported breast examination by X-ray by educational attainment level among women aged 50-69 (%)
Population and social conditions,hlth_ehis_hc3,Self-reported cervical smear test by educational attainment level among women aged 20-69 (%)
Population and social conditions,hlth_ps_prev,Preventive cancer screenings - programme data
Population and social conditions,hlth_ps_immu,Vaccination against influenza of population aged 65 and over
Population and social conditions,hlth_ehis_am7sa,Self-reported use of home care services by people with severe difficulty in personal care activities by sex and age
Population and social conditions,hlth_ehis_am7sh,Self-reported use of home care services by people with severe difficulty in personal care activities by age and household type
Population and social conditions,hlth_silc_08b_r,"Self-reported unmet needs for medical examination due to financial reasons, long waiting list or distance by NUTS-2-region - % of the persons having the same needs"
Population and social conditions,tps00149,"Death due to drugs dependence, by sex"
Population and social conditions,tps00146,"Death due to homicide, assault, by sex"
Population and social conditions,tps00143,"Death due to AIDS (HIV-disease), by sex"
Population and social conditions,tps00125,"Death due to accidents, by sex"
Population and social conditions,tps00116,"Death due to cancer, by sex"
Population and social conditions,tps00128,"Death due to pneumonia, by sex"
Population and social conditions,tps00202,Suicide death rate by age group
Population and social conditions,hlth_cd_apyll,Causes of death - potential years of life lost by country of residence
Population and social conditions,hlth_cd_aperrto,"Fetal, peri- and neonatal mortality rates by country of occurrence"
Population and social conditions,hlth_cd_dar,Deaths of residents related to dementias including Alzheimer
Population and social conditions,hlth_cd_iap,Health impacts of air pollution
Population and social conditions,sdg_11_52,Premature deaths due to exposure to fine particulate matter (PM2.5)
Population and social conditions,hsw_aw_ws2,"Incidence rate of accidents at work by type of workstation, NACE Rev. 1.1 activity, sex, age and severity"
Population and social conditions,hsw_aw_nnasv,Number of accidents at work by NACE Rev. 1.1 activity and severity
Population and social conditions,hsw_aw_nnasz,Number of accidents at work by NACE Rev. 1.1 activity and size of enterprise
Population and social conditions,hsw_aw_nnaws,Number of accidents at work by NACE Rev. 1.1 activity and employment status
Population and social conditions,hsw_aw_nbosv,Number of accidents at work by part of body injured and severity
