code,type,breadcrumb
tespm040,table,Cross cutting topics > Tables on EU policy > Employment and social policy indicators > Social protection performance monitor - indicators > Children at risk of poverty or social exclusion
trng_nfe6,dataset,Database by themes > Population and social conditions > Education and training > Education and training - historical data > Adult learning - historical data > Lifelong learning - LFS ad-hoc module 2003 > ----- > Participation in non-formal education and training by main reason for participating in the taught activity (2003)
edat_lfse_03$dv_598,dataset,Database by themes > Population and social conditions > Education and training > Education and training outcomes > Educational attainment level > Educational attainment of population > Population in private households by educational attainment level
teiis120,table,"Cross cutting topics > Tables on EU policy > Euro indicators / PEEIs > Industry, trade and services > Industry - industrial production > Production in industry - capital goods"
tesem020,table,Cross cutting topics > Tables on EU policy > Employment and social policy indicators > Social protection performance monitor - indicators > Early leavers from education and training (age group 18-24)
teina432_r2,table,Database by themes > Economy and finance > National accounts (ESA 2010) > Quarterly national accounts > GDP and components > Gross value added and income by main industry (NACE Rev.2 ) - quarterly data > Gross value added - NACE Rev. 2: L - current prices
earn_ses14_adeci,dataset,"Database by themes > Population and social conditions > Labour market > Earnings > Structure of earnings survey 2014 > Annual earnings > Annual earnings by quantiles and contractual working time (enterprises with 10 employed persons or more) - NACE Rev. 2, B-S excluding O (2014)"
teina418_r2,table,Database by themes > Economy and finance > National accounts (ESA 2010) > Quarterly national accounts > GDP and components > Gross value added and income by main industry (NACE Rev.2 ) - quarterly data > Gross value added - NACE Rev. 2: F - volumes
sdg_14_40,dataset,Cross cutting topics > Tables on EU policy > Sustainable development indicators > Goal 6 - Clean water and sanitation > Bathing waters with excellent quality by location
nama_10r_3gva$dv_1563,dataset,Database by themes > General and regional statistics > Regional statistics by NUTS classification > Regional economic accounts > Branch and household accounts > Gross value added at basic prices by NUTS 3 region
tec00039,table,"Database by themes > Economy and finance > Balance of payments - International transactions (BPM6) > Balance of payments statistics and international investment positions (BPM6) > Balance of payments by country - annual data (BPM6) > Current account transactions - goods: credits, debits and balance"
enpe_isoc_ci_ifp_fu,dataset,"Database by themes > General and regional statistics > Non EU countries > Eastern European Neighbourhood Policy countries (ENP-East) > Research and development, digital society > Digital society > Frequency of internet use by individuals (aged 16-74) - ENP-East countries"
tgs00076,table,Database by themes > General and regional statistics > Regional statistics by NUTS classification > Regional transport statistics > Other regional transport > Maritime transport of freight by NUTS 2 region > Maritime transport of freight by NUTS 2 region
rail_tf_ns15_tr,dataset,Database by themes > Transport > Railway transport > Railway traffic > Train traffic on the rail network (2015) > Train traffic on the rail network - Türkiye (2015)
enps_rail_fr,dataset,Database by themes > General and regional statistics > Non EU countries > Southern European Neighbourhood Policy countries (ENP-South) > Transport > Rail transport > Rail freight traffic - ENP-South countries
apro_ec_egghen,dataset,"Database by themes > Agriculture, forestry and fisheries > Agriculture > Animal production > Animal production - historical data > apro_anip_h_ > Production of eggs for consumption and number of laying hens (2013-2024)"
crim_thb_vctz,dataset,Database by themes > Population and social conditions > Crime and criminal justice > Trafficking in human beings > Victims of trafficking in human beings by citizenship
educ_uoe_enra05$dv_441,dataset,Database by themes > Population and social conditions > Education and training > Participation in education and training > Pupils and students - enrolments > All education levels > Pupils and students in education by age groups - as % of corresponding age population
